_time,label,cycle_id
2023-12-12 10:42:38.054,Normal,5_186
2023-12-12 05:52:50.042,Normal,5_128
2023-12-12 14:10:24.103,Normal,5_228
2023-12-12 11:33:03.066,Normal,5_196
2023-12-12 14:59:48.048,Normal,5_238
2023-12-12 13:50:43.139,Normal,5_224
2023-12-12 07:30:42.352,Normal,5_148
2023-12-11 14:08:20.673,Normal,1_4
2023-12-12 05:57:08.860,Normal,5_129
2023-12-12 06:24:59.047,Normal,5_134
2023-12-12 09:01:39.446,Normal,5_166
2023-12-11 14:14:08.242,Normal,1_5
2023-12-12 15:21:34.438,Normal,5_242
2023-12-12 13:53:57.750,Normal,5_225
2023-12-12 08:06:20.421,Normal,5_155
2023-12-12 09:35:52.438,Normal,5_173
2023-12-12 16:14:09.448,Normal,5_252
2023-12-12 15:41:51.869,Normal,5_246
2023-12-12 13:12:26.967,Normal,5_216
2023-12-12 12:03:25.054,Normal,5_202
2023-12-12 11:58:36.951,Normal,5_201
2023-12-12 06:24:09.342,Normal,5_134
2023-12-12 10:34:03.383,Normal,5_184
2023-12-12 15:29:16.448,Normal,5_243
2023-12-12 15:12:14.141,Normal,5_240
2023-12-12 05:14:04.542,Normal,5_120
2023-12-12 10:46:40.151,Normal,5_187
2023-12-12 15:44:59.244,Normal,5_247
2023-12-12 15:10:33.054,Normal,5_240
2023-12-11 14:34:34.041,Normal,2_2
2023-12-12 09:00:24.251,Normal,5_166
2023-12-12 13:17:13.543,Normal,5_217
2023-12-12 08:08:02.147,Normal,5_155
2023-12-12 05:39:57.263,Normal,5_125
2023-12-12 10:35:38.746,Normal,5_185
2023-12-12 07:32:59.637,Normal,5_148
2023-12-11 14:33:30.187,Normal,2_2
2023-12-12 14:30:12.542,Normal,5_232
2023-12-12 10:29:05.124,Normal,5_183
2023-12-12 05:49:05.351,Normal,5_127
2023-12-12 09:09:51.952,Normal,5_167
2023-12-12 15:26:39.437,Normal,5_243
2023-12-12 15:39:40.974,Normal,5_245
2023-12-12 08:02:56.335,Normal,5_154
2023-12-12 07:46:09.133,Normal,5_151
2023-12-12 05:10:46.364,Normal,5_120
2023-12-12 10:47:10.689,Normal,5_187
2023-12-12 10:48:46.650,Normal,5_187
2023-12-12 06:55:06.347,Normal,5_140
2023-12-12 11:37:44.638,Normal,5_197
2023-12-12 12:43:44.441,Normal,5_211
2023-12-11 15:20:44.149,Normal,2_11
2023-12-12 10:19:54.340,Normal,5_181
2023-12-12 10:34:12.871,Normal,5_184
2023-12-12 06:40:37.807,Normal,5_138
2023-12-11 14:00:54.489,Normal,1_3
2023-12-12 10:35:14.762,Normal,5_185
2023-12-12 05:43:57.735,Normal,5_126
2023-12-12 08:00:32.859,Normal,5_154
2023-12-12 13:40:50.248,Normal,5_222
2023-12-12 09:25:21.246,Normal,5_170
2023-12-12 08:03:23.145,Normal,5_154
2023-12-12 13:24:43.646,Normal,5_219
2023-12-12 10:09:13.143,Normal,5_179
2023-12-11 15:21:34.840,Normal,2_11
2023-12-11 15:35:43.737,Normal,2_14
2023-12-12 07:20:30.356,Normal,5_146
2023-12-12 14:36:36.050,Normal,5_233
2023-12-12 12:52:24.637,Normal,5_212
2023-12-12 14:48:22.455,Normal,5_236
2023-12-12 07:04:38.142,Normal,5_142
2023-12-12 06:46:08.858,Normal,5_139
2023-12-11 15:02:34.656,Normal,2_8
2023-12-12 07:05:15.442,Normal,5_142
2023-12-12 09:28:40.043,Normal,5_171
2023-12-11 15:26:48.655,Normal,2_12
2023-12-12 09:09:45.971,Normal,5_167
2023-12-11 15:34:03.552,Normal,2_14
2023-12-12 15:31:26.149,Normal,5_244
2023-12-12 12:49:00.049,Normal,5_212
2023-12-12 05:01:44.648,Normal,5_118
2023-12-11 14:56:05.462,Normal,2_6
2023-12-12 13:25:10.952,Normal,5_219
2023-12-12 11:10:29.778,Normal,5_192
